#ID DescID UPID Flags Uparent_Dist X Y Z VX VY VZ M V MP VMP R Rank1 Rank2 RA RARank SM ICL SFR obs_SM obs_SFR SSFR SM/HM obs_UV
#UniverseMachine Version: 1.0
#Columns:
#ID: Unique halo ID
#DescID: ID of descendant halo (or -1 at z=0).
#UPID: -1 for central halos, otherwise, ID of largest parent halo
#Flags: Ignore
#Uparent_Dist: Ignore
#X Y Z: halo position (comoving Mpc/h)
#VX VY VZ: halo velocity (physical peculiar km/s)
#M: Halo mass (Bryan & Norman 1998 virial mass, Msun)
#V: Halo vmax (physical km/s)
#MP: Halo peak historical mass (BN98 vir, Msun)
#VMP: Halo vmax at the time when peak mass was reached.
#R: Halo radius (BN98 vir, comoving kpc/h)
#Rank1: halo rank in Delta_vmax (see UniverseMachine paper)
#Rank2, RA, RARank: Ignore
#SM: True stellar mass (Msun)
#ICL: True intracluster stellar mass (Msun)
#SFR: True star formation rate (Msun/yr)
#Obs_SM: observed stellar mass, including random & systematic errors (Msun)
#Obs_SFR: observed SFR, including random & systematic errors (Msun/yr)
#SSFR: observed SSFR
#SMHM: SM/HM ratio
#Obs_UV: Observed UV Magnitude (M_1500 AB)
#h = 0.680000
#Omega_Matter = 0.307115
#Omega_Lambda = 0.692885
#Box size: 250.000000 Mpc/h
#Note: all halo masses converted to be in Msun, not Msun/h.
#ID DescID UPID Flags Uparent_Dist X Y Z VX VY VZ M V MP VMP R Rank1 Rank2 RA RARank SM ICL SFR obs_SM obs_SFR SSFR SM/HM obs_UV
4928 11464 -1 131 2.000000 128.523575 48.465149 180.350571 62.680000 -126.629997 28.540001 1.596e+09 58.110001 1.596e+09 58.110001 25.763000 -1.456628 -5.612001 0.691106 0.691106 7.863e+01 0.000e+00 4.368e-07 8.759e+01 4.149e-07 4.737e-09 4.928e-08 -2.392
1377 11408 -1 131 2.000000 123.931358 53.833241 163.160065 38.490002 -6.990000 19.110001 4.557e+08 37.950001 4.557e+08 37.950001 16.968000 0.111730 -5.612001 -0.323539 -0.323539 3.221e+06 0.000e+00 1.789e-02 3.587e+06 1.699e-02 4.737e-09 7.067e-03 -13.899
3860 11507 -1 131 2.000000 133.834656 70.502792 7.130960 7.820000 38.900002 105.180000 2.963e+09 73.989998 2.963e+09 73.989998 31.667000 -0.027021 0.035912 0.548244 0.548244 1.477e-01 0.000e+00 8.205e-10 1.645e-01 7.794e-10 4.737e-09 4.985e-11 4.423
3846 11509 -1 131 2.000000 133.929337 70.497391 7.198880 -24.600000 39.619999 88.940002 2.963e+09 73.070000 2.963e+09 73.070000 31.667000 0.318961 0.037036 1.012721 1.012721 3.073e-01 0.000e+00 1.707e-09 3.161e-02 1.621e-09 5.130e-08 1.037e-10 3.628
3073 11814 -1 131 2.000000 121.928703 131.261841 197.385803 112.760002 -121.000000 28.879999 2.279e+09 68.389999 2.279e+09 68.389999 29.016001 0.277945 -5.612001 -0.430973 -0.430973 7.470e-01 0.000e+00 4.149e-09 8.320e-01 3.941e-09 4.737e-09 3.277e-10 2.663
6475 11931 -1 131 2.000000 145.210617 181.733521 111.189888 0.730000 126.190002 -129.789993 1.596e+09 64.900002 1.596e+09 64.900002 25.763000 -0.344866 -5.612001 -0.956928 -0.956928 1.880e+00 0.000e+00 1.044e-08 2.094e+00 9.919e-09 4.737e-09 1.178e-09 1.661
6629 11943 -1 131 2.000000 131.107407 196.662399 137.990387 11.300000 101.860001 145.850006 1.824e+09 65.489998 1.824e+09 65.489998 26.936001 -0.117780 -5.612001 0.743181 0.743181 4.564e+00 0.000e+00 2.535e-08 5.084e+00 2.408e-08 4.737e-09 2.503e-09 0.698
4492 12196 -1 131 2.000000 166.157944 8.949940 122.018311 -13.780000 -17.610001 -88.940002 2.963e+09 78.449997 2.963e+09 78.449997 31.667000 -0.169258 -5.612001 0.424673 0.424673 2.653e-02 0.000e+00 1.474e-10 2.955e-02 1.400e-10 4.737e-09 8.953e-12 6.287
6789 12663 -1 131 2.000000 149.674805 139.927841 181.321716 256.880005 -24.940001 94.059998 1.596e+09 58.160000 1.596e+09 58.160000 25.763000 -1.442986 -5.612001 -0.886824 -0.886824 2.864e+01 0.000e+00 1.591e-07 3.190e+01 1.511e-07 4.737e-09 1.795e-08 -1.296
7232 11977 -1 131 2.000000 149.869797 200.154785 230.237350 132.720001 -88.550003 -13.580000 2.735e+09 70.120003 2.735e+09 70.120003 30.834000 0.271386 -5.612001 0.509880 0.509880 6.810e-01 0.000e+00 3.783e-09 7.586e-01 3.593e-09 4.737e-09 2.490e-10 2.764
7227 11981 -1 131 2.000000 153.112061 193.672211 244.469788 43.520000 -33.099998 -3.500000 6.837e+08 43.700001 6.837e+08 43.700001 19.424000 -0.032202 -5.612001 -0.558980 -0.558980 1.292e+05 0.000e+00 7.178e-04 1.329e+04 6.819e-04 5.130e-08 1.890e-04 -10.429
6622 12029 -1 131 2.000000 151.660004 233.689743 127.487518 34.660000 86.320000 -41.160000 1.596e+09 65.480003 1.596e+09 65.480003 25.763000 -0.131229 -5.612001 -0.633381 -0.633381 1.921e+00 0.000e+00 1.067e-08 2.139e+00 1.013e-08 4.737e-09 1.204e-09 1.638
4518 12295 -1 131 2.000000 174.062912 49.686939 111.741966 -12.420000 36.490002 -139.899994 1.824e+09 62.740002 1.824e+09 62.740002 26.936001 -0.590085 -5.612001 -0.394424 -0.394424 6.294e+00 0.000e+00 3.496e-08 7.010e+00 3.321e-08 4.737e-09 3.451e-09 0.349
5518 12458 -1 131 2.000000 180.349365 84.490341 215.250061 67.860001 -15.040000 14.620000 5.241e+09 130.139999 5.241e+09 130.139999 38.300999 -1.534121 -5.612001 -1.213351 -1.213351 6.404e-09 0.000e+00 3.557e-17 7.134e-09 3.379e-17 4.737e-09 1.222e-18 22.830
5546 12691 -1 131 2.000000 165.548264 124.459877 202.532104 234.389999 35.090000 -74.330002 1.824e+09 66.239998 1.824e+09 66.239998 26.936001 0.277959 -5.612001 -0.145510 -0.145510 2.141e+00 0.000e+00 1.189e-08 2.384e+00 1.129e-08 4.737e-09 1.174e-09 1.520
5198 13280 -1 131 2.000000 210.968185 77.023949 154.503418 29.070000 -19.170000 167.059998 2.735e+09 72.029999 2.735e+09 72.029999 30.834000 0.070652 -5.612001 -1.247046 -1.247046 1.020e-01 0.000e+00 5.667e-10 1.136e-01 5.383e-10 4.737e-09 3.730e-11 4.825
5259 13446 -1 131 2.000000 193.935944 107.571228 174.873718 42.009998 -4.760000 77.980003 4.557e+08 48.490002 4.557e+08 48.490002 16.968000 -0.416665 -5.612001 -1.523203 -1.523203 3.722e+03 0.000e+00 2.068e-05 4.146e+03 1.964e-05 4.737e-09 8.168e-06 -6.580
5022 14079 -1 131 2.000000 225.596161 1.258830 189.141495 -60.279999 58.009998 39.790001 2.963e+09 81.709999 2.963e+09 81.709999 31.667000 -0.260619 -5.612001 0.389352 0.389352 8.315e-03 0.000e+00 4.618e-11 9.262e-03 4.387e-11 4.737e-09 2.806e-12 7.547
6362 13916 -1 131 2.000000 208.346893 246.263565 92.791862 70.510002 -0.820000 -30.920000 5.925e+09 105.230003 5.925e+09 105.230003 39.897999 -1.116251 -5.612001 -0.835767 -0.835767 3.016e-06 0.000e+00 1.675e-14 3.102e-07 1.591e-14 5.130e-08 5.090e-16 16.148
4019 14117 -1 131 2.000000 218.642899 41.402210 17.237320 144.940002 -3.630000 -27.790001 2.279e+09 69.230003 2.279e+09 69.230003 29.016001 0.277866 -5.612001 0.285017 0.285017 8.397e-01 0.000e+00 4.664e-09 9.353e-01 4.430e-09 4.737e-09 3.684e-10 2.536
5111 14237 -1 131 2.000000 230.842117 59.292400 170.875092 -87.720001 -122.940002 -17.250000 1.139e+09 55.139999 1.139e+09 55.139999 23.030001 -1.307156 -5.612001 -1.921248 -1.921248 6.674e+01 0.000e+00 3.707e-07 6.864e+00 3.522e-07 5.130e-08 5.858e-08 -2.215
4435 14448 -1 131 2.000000 230.832474 123.275726 98.800117 -64.440002 95.139999 -26.480000 6.837e+09 126.650002 6.837e+09 126.650002 41.848000 -1.534121 -5.612001 -1.554481 -1.554481 1.083e-08 0.000e+00 6.014e-17 1.206e-08 5.713e-17 4.737e-09 1.584e-18 22.260
6294 14694 -1 131 2.000000 222.920731 166.271545 77.738747 45.709999 -77.339996 -35.900002 4.557e+08 49.029999 4.557e+08 49.029999 16.968000 -0.467726 -5.612001 -0.367023 -0.367023 5.585e+03 0.000e+00 3.102e-05 6.221e+03 2.947e-05 4.737e-09 1.225e-05 -7.021
6011 13866 -1 131 2.000000 222.348953 247.095306 5.525470 -36.959999 -39.099998 -58.230000 4.557e+08 40.669998 4.557e+08 40.669998 16.968000 0.106106 -5.612001 -1.094198 -1.094198 6.110e+05 0.000e+00 3.394e-03 6.806e+05 3.224e-03 4.737e-09 1.341e-03 -12.110
4006 14021 -1 131 2.000000 234.292130 9.365140 40.452721 3.960000 44.290001 31.770000 6.837e+08 51.189999 6.837e+08 51.189999 19.424000 -0.705177 -5.612001 -0.630018 -0.630018 1.361e+03 0.000e+00 7.561e-06 1.516e+03 7.182e-06 4.737e-09 1.991e-06 -5.488
4039 14150 -1 131 2.000000 234.274796 54.002750 20.061859 -34.740002 -18.840000 13.360000 2.507e+09 71.339996 2.507e+09 71.339996 29.952000 0.090141 -5.612001 0.604504 0.604504 4.286e-01 0.000e+00 2.380e-09 4.774e-01 2.261e-09 4.737e-09 1.709e-10 3.266
4020 14121 -1 131 2.000000 236.004150 49.252460 13.821250 -3.640000 -24.959999 83.449997 1.139e+09 53.490002 1.139e+09 53.490002 23.030001 -1.018739 0.006143 0.144425 0.144425 6.078e+02 0.000e+00 3.376e-06 6.251e+01 3.207e-06 5.130e-08 5.334e-07 -4.613
7074 14750 -1 131 2.000000 239.391846 182.644348 189.483337 -0.410000 -48.860001 48.720001 2.279e+09 72.410004 2.279e+09 72.410004 29.016001 0.254863 -5.612001 0.091548 0.091548 2.164e-01 0.000e+00 1.202e-09 2.410e-01 1.142e-09 4.737e-09 9.494e-11 4.008
